Buyer,Country,Invoices,USD,GTIP,Description,Email,Website,Phone
VOSS EDELSTAHLANDEL GMBH & CO.KG,ALMANYA,151,"$8,795,270",İçi boş profiller,ALUMİNYUM }PROFİL | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (BOYASIZ),"dpm@voss-edelstahl.de, info@voss-edelstahl.de, co.kg.info@voss-edelstahl.de",https://www.voss-edelstahl.com/,"+49407001650, +04940700165"
RBB ALUMINIUM PROFILTECHNIK AG,ALMANYA,208,"$8,558,884",Profiller | Çubuklar | İçi boş profiller,ALUMINYUM PROFIL (BO-YASIZ) | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (BOYASIZ) | L=6000 . MM -6060 -T66 - PRES-AMBALAJLI- KASALI | İÇİ BOŞ ALÜMİNYUM PROFİL (BOYASIZ) | İÇİ BOŞ ALÜMİNYUM PROFİL (BOYASIZ)/,"jbertram@rbb-aluminium.de, vsp@rbb-aluminium.de, athullen@rbb-aluminium.de, mplein@rbb-aluminium.de, jhasenstab@rbb-aluminium.de, info@rbb-aluminium.de",https://www.rbb-aluminium.de/,+49065727740
ALU PROFIL PARTNER GMBH,ALMANYA,345,"$8,212,837",Profiller,ALÜMİNYUM PROFİL (BO-YASIZ),info@alu-profil.info,"https://www.alu-profil.info/, https://alu-profil.info/","+4944332069869, +49044332069869, +49044332069870, +49 (0 4433) 2069869, +49 (0 4433) 2069870"
ALFER ALUMINIUM GESELLESCHAFT MBH,ALMANYA,188,"$8,193,183",Profiller,ALÜMİNYUM PROFİL | ALÜMİNYUM }PROFİL,"www.@alfer.de, info@alfer.com, info@alfer.de, schingen-horheim.info@alfer.de",https://www.alfer.com/en/company.html,"+49774692010, +497746920192, 0774692010"
TAJ ALMOHANDS CO.,IRAK,124,"$7,960,136",İçi boş profiller,ALÜMINYUM BORU PROFI-L | ALÜMİNYUM PROFİL (BO-YASıZ) | ALÜMİNYUM PROFİL (BOYALı VEYA KAPLAMALı)/ | ALÜMİNYUM PROFİL (BOYASıZ/KAPLAMASıZ/IZO/LASYONSUZ),,"www.taj-almohands.com, https://taj-almohands.com","07750007310, 07726564344"
MEJO METALL JOSTEN GMBH & CO. KG,ALMANYA,547,"$7,658,502",Profiller | İçi boş profiller,** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-0/3000  ** | ** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL ( BOYASIZ ) 2024/D1-/00969  ** | ** ALÜMİNYUM PROFİL (BOYALI) 2024/D1-009/69  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03/000  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2023/D1-03/000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2024/D1-00/969  ** | ** ALÜMİNYUM PROFİL -2023/D1-01165  ** | ** ALÜMİNYUM PROFİL -2023/D1-04469  ** | ** ALÜMİNYUM PROFİL -2023/D1-06168  ** | ** ALÜMİNYUM PROFİL 2023/D1-01165  ** | ALÜMİNYUM }PROFİL,"wien@mejo.de, nuernberg@mejo.de, datenschutz@mejo.de, info@mejo.de, info@mejo.com","https://mejo.de/en/, https://mejo.de","+49211998900, +499119652234, +49216236178, +4312264421, +314972258"
G.S. GEORG STEMESEDER GMBH,AVUSTURYA,294,"$7,648,057",Profiller | İçi boş profiller,"ALÜMİNYUM PROFİL  PRES (31710 METREDİR.)/ | ALÜMİNYUM PROFİL (12-150 METREDİR.) | ALÜMİNYUM PROFİL (BOYASIZ) [12048.00 MT]/ | ALÜMİNYUM PROFİL (BOYASIZ) [12378.00 MT]/ | ALÜMİNYUM PROFİL (BOYASIZ) [22002.00 MT]/ | ALÜMİNYUM PROFİL (BOYASIZ) [8088.00 MT] | ALÜMİNYUM PROFİL (BOYASIZ) [8394.00 MT]/ | ALÜMİNYUM PROFİL PRE-S(23425,50 MT) | ALÜMİNYUM PROFİL PRES (21948 METREDİR.)/ | ALÜMİNYUM PROFİL PRES -ELOKSALLI (7956 METREDİR.) | İÇİ BOŞ ALÜMİNYUM PROFİL (18347,6 METRED/İR.)",office@stemeseder.com,https://stemeseder.com/,"+43 (0)6229 3100-0, +43 (0)6229 3100-60, +430622931000, 0043622931000, +4306229310060"
EAS ALUMINIUM LTD,BULGARİSTAN,387,"$7,642,687",Profiller,ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL(BOYASIZ) | ALÜMİNYUM PROFİL- BO-YASIZ | ALÜMİNYUM PROFİL- BOYASIZ | ALÜMİNYUM PROFİLLER -(BOYASIZ) | ALÜMİNYUM PROFİLLER(BOYASIZ) | ALÜMİNYUM }PROFİL,sales@easaluminium.eu,https://www.easaluminium.eu,"359884457908, 359889224081"
MOUNTING SYSTEMS GMBH,ALMANYA,74,"$7,519,192",Profiller,ALM.PROFİL},"export@dome-solar.com, anastassia.legendre@dome-solar.com, enzo.mangin@dome-solar.com, rafal.ksiezopolski@dome-solar.com, samuel.soulie@dome-solar.com, pauline@bluemarketing.fr, info@mounting-systems.com",https://www.mounting-systems.com/en/,"+33240679292, +48789694148, +330240679292, +491608974768, +4933708529"
ALUWATT GMBH,BİRLEŞİK ARAP EMİRLİKLERİ,310,"$7,481,074",Profiller,ALÜMİNYUM PROFİL PRE-S | ELETROSTATİK BOYALI  ALUMİNYUM PROFİL Dİ/ĞER  RENKLER | ELETROSTATİK BOYALI  ALUMİNYUM PROFİL ÖZ/EL RENKLER,info@aluwatt.de,https://aluwatt.de/,"+4917631100857, +493080956838, +493076215613"
LP TRADİNG GMBH,ALMANYA,279,"$7,226,245",Profiller,"** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2023/D1-05282  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL -2023/D1-04469  ** | ** ALÜMİNYUM PROFİL -2023/D1-06168  ** | 107-00 - PRES*ALÜMİN-YUM PRES PROFİL | 290E2A65194B5-000*A21LÜM.PRF�8A�L ELOKSALL2 I,290A65195-002*ALÜM.PRFİL ELOKSALLI,290A65195-004*ALÜM.PRFİL ELOKSALLI,290A65195-006*ALÜM.PRFİL ELOKSALLI,290A65375-000*ALÜM.PRFİL ELOKSALLI,290A65375-001*ALÜM.PRFİL ELOKSALLI,290A65385-004*ALÜM.PRFİL ELOKSALLI,290A65385-010*ALÜM.PRFİL ELOKSALLI,290A65385-012*ALÜM.PRFİL ELOKSALLI,290A65395-002*ALÜM.PRFİL ELOKSALLI, | 290E2A65384B5-000*A21LÜM.PRF�8A�L ELOKSALL2 I,290A65385-002*ALÜM.PRFİL ELOKSALLI,290A65385-006*ALÜM.PRFİL ELOKSALLI,290A65385-008*ALÜM.PRFİL ELOKSALLI,290A65385-014*ALÜM.PRFİL ELOKSALLI,290A65395-000*ALÜM.PRFİL ELOKSALLI,290A65395-004*ALÜM.PRFİL ELOKSALLI,290A65365-000*ALÜM.PRFİL ELOKSALLI,290A65365-002*ALÜM.PRFİL ELOKSALLI | ALUMİNYUM }PROFİL | ALÜM.PRFİL ELOKSALLI- | ALÜMÜNYUM }PROFİL | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [854.00 AD] | ALÜMİNYUM PRES PROFİ-L | ALÜMİNYUM PRES PROFİ-L (BOYASIZ) | ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL (5691,2 METREDİR =11301/ KGDUR) | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) [10200.00 AD] | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) [7560.00 AD] | ALÜMİNYUM PROFİL (BOYASIZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANM/AMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ) | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/ | ALÜMİNYUM PROFİL (EL-OKSALLI) | ALÜMİNYUM PROFİL (ELOKSALLI) | ALÜMİNYUM PROFİL (ELOKSALLI) [22.00 AD]/ | ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM PROFİL PRES ((175,45 METRE: 41/1 KG. / 3.099 ADET: 3.702 KG.) | ALÜMİNYUM PROFİL PRES (3466 ADETTİR.)/ | ALÜMİNYUM PROFİL PRES (4432 ADETTİR.)/ | ALÜMİNYUM PROFİL PRES (9999,42 METREDİR./) | ALÜMİNYUM PROFİL(1.1-08 ADET) | ALÜMİNYUM }PROFİL | MEKANİK İŞLEMELİ ALÜMİNYUM PROFİL PRES- BOYALI (1633 ADET-4697 KİLODUR..),ALÜMİNYUM PROFİL PRES | T2124*ALÜM.PROFİL Sİ-YAH ELOKSALLI | T2133.*ALÜM.PROFİL B-OYALI | T2174*ALÜM.PROFİL HA-M | T2174.*ALÜM.PROFİL B-OYALI | T2259*ALÜM.PROFİL HA-M | T2343*ALÜM. PROFİL E-LOKSALLI | İÇİ BOŞ ALÜMİNYUM PROFİL(314 ADET)/",office@lp-trading.com,https://www.lp-trading.com,"+43 6212 303 20-0, 06212 303200"
DLER MOHAMMED HIDER COMPANY,IRAK,201,"$7,178,081",Profiller,"** ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT KAPLANMAMIŞ,FİTİLSİZ) 2023/D1-03602  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMAMIŞ, FİTİLSİZ) 2023/D1-03602  ** | ** ALÜMİNYUM PROFİL (BOYALI,KAĞIT KAPLANMAMIŞ,FİTİLSİZ) 2023/D1-03602  ** | ** ALÜMİNYUM PROFİL (BOYASIZ,KAĞIT KAPLANMAMIŞ,FİTİLSİZ) 2023/D1-03602  ** | ** ISI YALITIMLI ALÜMİNYUM PROFİL (BOYALI,KAĞIT KAPLANMIŞ) 2023/D1-03602  ** | ** ISI YALITIMLI ALÜMİNYUM PROFİL (BOYASIZ,KAĞIT KAPLANMAMIŞ) 2023/D1-03602  ** | ** SI YALITIMLI ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT KAPLANMAMIŞ) 2023/D1-03602  ** | ALUMİNYUM PROFİL(BOY-ALI) | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BOYALI) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/ | ALÜMİNYUM PROFİL(BOY-ALI) | ALÜMİNYUM PROFİL(BOYALI ) | ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/ | ALÜMİNYUM PROFİL(ELO-KSALLI) | ALÜMİNYUM PROFİL(ELOKSALLI) | ALÜMİNYUM }PROFİL",,,
MUHAMMAD ABU ZEİD LTD.MATEEN,İSRAİL,400,"$7,167,996",Profiller,ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM PROFİL PRES | ALÜMİNYUM }PROFİL,,,
SHEKH GROUP COMPANE,IRAK,249,"$7,008,553",Profiller,ALÜMİNYUM }PROFİL,info@shekhgroup.com,http://www.shekhgroup.com,"9647504576931, 9647514576931, 9647507612735, 9647706520175, 9647503366998, 9647513366997, 9647714466998, 964664023221, 9647504576930, 9647612735"
INCZE GMBH,ALMANYA,84,"$6,981,829",Profiller,"107-00 - PRES*ALÜMİN-YUM PRES PROFİL | 107-00 - PRES*ALÜMİNYUM PRES PROFİL,107-/01  ELOKSAL*ALÜMİNYUM  ELOKSALLI PROFİL | 107-01  ELOKSAL*ALÜMİNYUM  ELOKSALLI PRO/FİL | 107-01*PRES ALÜMİNYUM PROFİL | 107-02*ELOKSALLI ALÜ-MNİYUM PROFİL | 107-02*ELOKSALLI ALÜMNİYUM PROFİL,107-01*PRES ALÜMİNYUM PROFİL | 107E2-00 -4B PRES*A21LÜMİNYU8AM PRES PROF2 İL,107-01  ELOKSAL*ALÜMİNYUM  ELOKSALLI PROFİL,107-02  BOYALI*ALÜMİ+NYUM  BOYALI PROFİL | ALÜMİNYUM PRES PROFİ-L (BOYASIZ) | ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL BOY-ALI | ALÜMİNYUM PROFİL ELO-KSALLI | ALÜMİNYUM PROFİL-ELO-KSALLI | ALÜMİNYUM PROFİL-ELOKSALLI | ALÜMİNYUM PROFİL-PRE-S | ALÜMİNYUM PROFİL-PRES | ALÜMİNYUM }PROFİL | ELOKSALLI ALÜMİNYUM PROFİL",incze@incze.de,"https://www.incze.de/en/, https://www.incze.de/","+4924523257, +31615873753, 4924523257, 4921638965, +490245282113257, +49024523257, +09591674805"
İNŞAATÇI 3 MMC,AZERBEYCAN-NAHÇIVAN,29,"$6,912,025",Profiller,"040E2 UKE 4B300 ÜN21İVERSAL 8AKABLO KANAL2 I (300X40X1,2MM) (PREG.)*08502010701,40 UKE 050 ÜNİVERSAL KABLO KAN+ALI  (50X40X1,2MM) (PREG)*08502010708 | 40 E2UKE 34B00 YD Y21ATAY DÖN8AÜŞ MODÜL2 Ü (1,2MM) R50 (90) (PREG.)*08502010702,040 UKE 300 YARIM T MODÜLÜ (PREG) (1,2MM)*08502010703,40 UKE 600 YT   T  DONUS MODULU  (1,2MM) R50  (PREG)*08502010704,AT4 300 ÇİFT TİJ SİSTEMLİ KANAL TAŞIYICI 2MM (PREG)*08502010705,040 UK-KM EK ELEMAN T.1,0MM  (L:210) (PREG)*08502010707,40 UKE 300 ID İÇ BÜKEY DÖNÜŞ MODÜLÜ 1,2MM",,,
DURLUM GMBH,ALMANYA,178,"$6,907,774",Profiller | İçi boş profiller,ALM.PROFIL ELOKSAL // / AK E6 MAT NATURE/L ÖZEL // AKE6 // 10 MİK | ALÜMİNYUM ELOKSAL PR-OFİL | ALÜMİNYUM PROFİL ADE-T | PROFİ_L,info@durlum.de,https://www.durlum.com/en/,"+49762239050, +490762239050, +4907622390542, 0694284923, 4976223905"
MEJO METALL JOSTEN,ALMANYA,105,"$6,902,635",Profiller,ALUMİNYUM PROFİL | ALUMİNYUM }PROFİL,"wien@mejo.de, nuernberg@mejo.de, datenschutz@mejo.de, info@mejo.de, info@mejo.com","https://mejo.de/, https://mejo.de/en/","+49211998900, +499119652234, +49216236178, +4312264421, +314972258"
GADAR COMPANY,IRAK,199,"$6,878,979",Profiller,ALUMİNYUM PROFİL (BO-YALI) | ALUMİNYUM PROFİL(BOY-ALI) | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BOYALI) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/ | ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/,gader_co@yahoo.com,https://gadarcompany.com,9647504454852
LMSE AL-FEREH COMPANY,IRAK,132,"$6,854,733",Profiller | Çubuklar | İçi boş profiller,"ALM.PROFIL BOYA // BEYAZ BOYALI / RAL9145-P10 / İBA PE58AT 9016 189GLX,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL1013 / JOTUN 1042201PX25 | ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL1013 / JOTUN 1042201PX25,ALM.PROFIL BOYA // BEYAZ BOYALI / RAL9145-P10 / İBA PE58AT 9016 189GLX,ALM.PROFIL BOYA // RENKLİ BOYALI 2 / PE58Q+ 1919 180SKX / İBA PE58QC 1919 180SKX | ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL1013 / JOTUN 1042201PX25,ALM.PROFIL BOYA // BEYAZ BOYALI / RAL9145-P10 / İBA PE58AT 9016 189GLX,ALM.PROFIL BOYA // RENKLİ BOYALI 2 / PE58Q+ 1919 180SKX / İBA PE58QC 1919 180SKX,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL9005-P10 / İBA PE58A 9005 189GLX | ALM.PROFIL ELOKSAL //  / AK-KM0  KUMLU M/AT ŞAMPANYA // AK-KM0 // 10 MİK,ALM.PROFIL PRES // | ALM.PROFIL ELOKSAL //  / AK-KM0  KUMLU MAT ŞAMPANYA // AK-KM0 // 10 MİK,ALM.PROFIL ELOKSAL //  / AK-+P6  PARLAK ÖZEL // AK-P6 // 10 MİK,ALM.PROFIL PRES // | ALM.PROFIL ELOKSAL //  / AK-KM0  KUMLU MAT ŞAMPANYA // AK-KM0 // 10 MİK,ALM.PROFIL PRES // | ALM.PROFIL PRES //,ALM.PROFIL ELOKSAL ///  / AK-KM0  KUMLU MAT ŞAMPANYA // AK-KM0 // 10 MİK | ALME2.PROF4BIL BOYA21 // BEYAZ8A BOYALI / R2 AL9145-P10 / İBA PE58AT 9016 189GLX,ALM.PROFIL BOYA // RENKLİ BOY+ALI 1 / RAL9005-P10 / İBA PE58AT 9005 189GLX | ALME2.PROF4BIL BOYA21 // RENKL8Aİ BOYALI 22  / MN611 / PULVER 09618 MN611,ALM.PROFIL BOYA // BEYAZ BOYALI / RA+L9145-P10 / İBA PE58AT 9016 189GLX | ALME2.PROF4BIL BOYA21 // RENKL8Aİ BOYALI 22  / MN611 / PULVER 09618 MN611,ALM.PROFIL BOYA // BEYAZ BOYALI / RAL9145-P10 / İBA PE58AT 9016 189GLX,ALM.PROFIL BOYA // RENKLİ BOYALI 2 / PE58Q+ 1919 180SKX / İBA PE58QC 1919 180SKX | ALME2.PROF4BIL ELOK21SAL //  /8A AK-KM0  KU2 MLU MAT ŞAMPANYA // AK-KM0 // 10 MİK,ALM.PROFIL ELOKSAL //  / AK-+P5  PARLAK NATUREL // AK-P5 // 10 MİK,ALM.PROFIL PRES // | ALME2.PROF4BIL ELOK21SAL //  /8A AK-M4  MAT2  SIYAH // AK-M4 // 10 MİK,ALM.PROFIL ELOKSAL //  / AK-KM0  KUMLU +MAT ŞAMPANYA // AK-KM0 // 10 MİK,ALM.PROFIL PRES //",,,
UMAKOV GROUP A.S. HORNADSKA 337 053 42,SLOVAKYA,387,"$6,715,523",Profiller,ALUMİNYUM PROFİL (BO-YALI),info@umakov.sk,"https://umakov.sk, https://umakov.sk/en/pages/about-us","+421514881900, +421915093533, +421915929972, +421517492881"
BOS AUTOMOTIVE PRODUCTS ROMANIA S.C.S,ROMANYA,87,"$6,488,627",İçi boş profiller,İÇİ BOŞ ALÜMİNYUM PROFİL (BOYASIZ)/,info@bos.de,https://www.bos.de/en/bos-international/,"+40 (0)257 307-307, +40 (0)257 307-308"
WEINMANN AACH AG.,ALMANYA,227,"$6,372,264",Profiller | İçi boş profiller,** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-0/3000  ** | ** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL ( BOYASIZ ) 2024/D1-/00969  ** | ** ALÜMİNYUM PROFİL (BOYALI) 2024/D1-009/69  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03/000  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2023/D1-03/000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2024/D1-00/969  ** | ALUMINYUM PROFILLER (BOYASIZ) | ALUMINYUM PROFILLER -(BOYASIZ) | ALUMİNYUM PROFİL | ALUMİNYUM }PROFİL | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM PROFİL PRES | ALÜMİNYUM }PROFİL | İÇİ BOŞ ALÜMİNYUM PR-OFİL,,,
ARSENAL J5 CO.,BULGARİSTAN,49,"$6,251,769",Çubuklar,** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (BOYALI) 2024/D1-009/69  ** | ALUMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/,"arsenal2000@arsenal2000.com, arsenal@arsenal-bg.com","www.arsenal2000-bg.com, www.arsenal-bg.com",0431 63113
NAWAZSH COMPANY,IRAK,115,"$6,184,586",İçi boş profiller,MUHTELİF PROFİL PRES-,issmith@nawazish.com,"https://www.tendata.com/en/supplier/nawazish-company-IRQN7db81bad7218b8f637d2971ae2bc7db7.html, https://www.neverbounce.com/company/nawazish/409805402","+392520000000, +760429900000, +761699909019, +011502003518, 5683783918, 5714285714, 5386598591, 3101150200, +9647832593219, +05523940345, 5000552394, 4750516647, +9647505166477, +07811153254, +07502956000, +07502957000, +07502856000, 4169510707, 4534344075, 3632948273, 3318081232"
RUSSEL METALS INC.,KANADA,59,"$6,159,909",İçi boş profiller,ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ),"bgoodlet@russelmetals.com, last@russelmetals.com, offlast@russelmetals.com, info@russelmetals.com",https://www.russelmetals.com/en/,"9058165178, 9058197777, +18002680750, 9058197409, 9058197265, 5717681639"
VİLP COMPANY,IRAK,183,"$6,070,775",Profiller | İçi boş profiller,"ALUMINYUM PROFİL(BOYALI) | ALUMİNYUM PROFİL (BOYALI) | ALUMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)
A.P.E ELOKSALLI AL. PROFİL | ALÜMİNYUM BORU PROFİL",,,
GEO IMPEX LLC,GÜRCİSTAN,526,"$6,003,768",Profiller,"** ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ,KAĞ/IT KAPLANMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-0/3000  ** | ** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL ( BOYASIZ ) 2024/D1-/00969  ** | ** ALÜMİNYUM PROFİL (BOYALI) 2024/D1-009/69  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03/000  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (BOYASIZ,KAĞIT KAPLA/NMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2023/D1-03/000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2023/D1-03000  ** | ** ALÜMİNYUM PROFİL (ELOKSAL) 2024/D1-00/969  ** | ** ISI YALITIMLI ALÜMİNYUM PROFİL (BOYAL/I,KAĞIT KAPLANMAMIŞ) 2024/D1-00898  ** | 10 E2MM AL4BÜM. İ21Ç KÖŞE8A FAYANS ÇI2 TASI 270 CM,10 MM EKO ALÜM. FAYANS ÇITASI 270 CM,12 MM EKO ALÜM. FAYANS ÇITASI 270 CM,10 MM PARLAK ALUM.YARIM AY  FAYANS PROF. 270 CM,12  MM PARLAK YARIM AY ALUM.DIŞ KÖŞE FAY. ÇIT.,10 MM ALÜMİNYUM FAYANS BİTİM PROF. 270 CM,12 MM ALÜM. FAYANS BİTİM ÇITASI,10 MM EKO ALM. BİTİM PROFİLİ 270 CM,12 MM EKO ALM. BİTİM PROFİLİ 2 | 15 MM BOYALI ALÜM. T- PROFİL 270 CM | ALEMİNYUM ALIŞIMLARDAN DİĞER PROFİLLER ( BOYALI) | ALEMİNYUM ALIŞIMLARDAN DİĞER PROFİLLER ( BOYASIZ ) | ALIMINYUM }RAY | ALUE2SEL S4BL-55 5621 MM METAL8AİK GRİ -P2 U-ALUMİNYUM PANJUR LAMELİ,ALUSEL SL-77 77 MM SMART KAHVE -PU-ALUMİNYUM KEPENK  LAMELİ,ALUSEL SL-77 77 MM SMART METALİK GRİ -PU-ALUMİNYUM KEPENK  LAMELİ,ALUSEL SL-77 77 MM SMART ANTRASİT GRİ DELİKSİZ -PU-ALUMİNYUM KEPENK  LAMELİ,ALUSEL SK-300/ÖN 45  KAHVE KUTU,ALUSEL SK-300/AR 90  KAHVE KUTU,ALUSEL SK-350/ÖN 45  BEYA | ALUMİNYUM PROFİL (BO-YALI) | ALUMİNYUM PROFİL(BOY-ALI) | ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER  /(BOYALI) | ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYALI) | ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYASIZ) | ALÜMİNYUM PRES PROFİ-L | ALÜMİNYUM PRF. MEKANİK İŞLENMİŞ(KS)/ | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BOYALI) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/ | ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/ | ALÜMİNYUM }PROFİL | AL�E2�MİN4BYUM PRO21FİL ELOK8ASAL MAT,AL�2 �MİNYUM PROFİL PRES,ALÜMİNYUM PROFİL RENKLİ ,ALÜMİNYUM PROFİL RENKLİ +AVR.10-18MM ISI YALITIMLI | BÜKÜMLÜ ALÜMİNYUM PR-ES PROFİL | CIFT CAM PROFILI BOYALI,CIFT CAM PROFILI/ BUTILLI,CIFT CAM PROFILI BUTILLI BOYALI, | DİĞER RENK BOYALI ALÜMİNYUM PROFİL,ALÜMİ/NYUM PRES PROFİL | ELOKSALLI ALÜMİNYUM -PROFİL-AS-M4",geoimpex2010@gmail.com,http://geoimpex.tech/,"+995595004030, +995790969449, +995322747001"
KRAJICZECH S.R.O.,ÇEK CUMHURİYETİ,349,"$5,930,938",Profiller,AL.PRF.8009.0004*MEKANİK İŞLEM GÖRMÜŞ AL/ÜMİNYUM ELOKSALLI PROFİL | ALÜMİNYUM PROFİL BOY-ASIZ | ALÜMİNYUM PROFİL BOYASIZ,obchod@krajiczech.cz,"https://www.krajiczech.cz/en/best-sellers, https://www.krajiczech.cz/contact, https://www.krajiczech.cz/en/write-us","+420730575560, +420775310947, +420605023965, +420734135664"
